username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
SirJadeja;2015-12-02 01:09;24;10;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/venkatluvvy92/ status/671771248435798016 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671775692539994115";https://twitter.com/SirJadeja/status/671775692539994115
SirJadeja;2015-12-02 01:11;15;7;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/lakshgiri/stat us/671774419140898816 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671776057121480706";https://twitter.com/SirJadeja/status/671776057121480706
Mayankaryan084;2015-11-21 23:24;49;17;"First time in history tirupati balaji temple is closed for Darsham......due to #ChennaiFloods pic.twitter.com/bv0sOJMuOb";;;#ChennaiFloods;"668125434760921088";https://twitter.com/Mayankaryan084/status/668125434760921088
SirJadeja;2015-12-02 01:11;28;9;"#ICanAccommodate #chennairains #ChennaiFloods https:// twitter.com/Kabali_Rajini/ status/671768415539884032 …";;;#ICanAccommodate #chennairains #ChennaiFloods;"671776149752647680";https://twitter.com/SirJadeja/status/671776149752647680
deeepakkher;2015-12-02 05:29;0;0;"#ChennaiFloods havoc caused by incessant rains and the flooding as a result, continues to cause misery to the city. sympathise with citizens";Pune, India;;#ChennaiFloods;"671841135778598914";https://twitter.com/deeepakkher/status/671841135778598914
sreeni94;2015-12-02 05:29;9;0;"Blankets....Bread.. Biscuits PL Share #ChennaiFloods #chennairainshelp #chennairains pic.twitter.com/YqgKUwXmtg";;;#ChennaiFloods #chennairainshelp #chennairains;"671841120574312448";https://twitter.com/sreeni94/status/671841120574312448
sreeni94;2015-12-02 05:28;4;0;"PLease Share #ChennaiFloods #chennairainshelp #chennairains https:// twitter.com/SoBadRa/status /671747826733355008 …";;;#ChennaiFloods #chennairainshelp #chennairains;"671840754554159104";https://twitter.com/sreeni94/status/671840754554159104
oscar_suites;2015-12-02 05:27;0;0;"#chennairains #chennai #chennaifloods";;;#chennairains #chennai #chennaifloods;"671840657611198465";https://twitter.com/oscar_suites/status/671840657611198465
sreeni94;2015-12-02 05:27;1;0;"Schools,Cinemas,Govt Build..Accommodations PL Share #ChennaiFloods #chennairainshelp #chennairains #chennaihelps https:// twitter.com/silverscreenin /status/671761813177032705 …";;;#ChennaiFloods #chennairainshelp #chennairains #chennaihelps;"671840596412116992";https://twitter.com/sreeni94/status/671840596412116992
TomSaterCNN;2015-12-02 05:27;14;1;"Dire situation with #ChennaiFloods India. Worst rains in 100 yrs. Nov. total 1,196 mm (47"). Rescues ongoing. @cnni pic.twitter.com/R6ce4HXl3f";;@cnni;#ChennaiFloods;"671840583267319808";https://twitter.com/TomSaterCNN/status/671840583267319808
sreeni94;2015-12-02 05:26;0;0;"PLease Share #ChennaiFloods #chennairainshelp #chennairains https:// twitter.com/vp_offl/status /671768602698113024 …";;;#ChennaiFloods #chennairainshelp #chennairains;"671840311476285440";https://twitter.com/sreeni94/status/671840311476285440
sreeni94;2015-12-02 05:26;0;0;"PLease Share #ChennaiFloods #chennairainshelp #chennairains https:// twitter.com/Hari24_Rg/stat us/671824886998810624 …";;;#ChennaiFloods #chennairainshelp #chennairains;"671840230110978049";https://twitter.com/sreeni94/status/671840230110978049
boazbchacko;2015-12-02 05:25;0;0;"#ChennaiFloods , Army Helpline - 98402 95100. ( Thiruvanmiyur a Good Samaritan can accommodate 2 people -99944 76633 ) Please Retweet.";;;#ChennaiFloods;"671840151245602817";https://twitter.com/boazbchacko/status/671840151245602817
sreeni94;2015-12-02 05:25;0;0;"PLease Share #ChennaiFloods #chennairainshelp #chennairains https:// twitter.com/rahulchaitu/st atus/671831744429953024 …";;;#ChennaiFloods #chennairainshelp #chennairains;"671840085516484608";https://twitter.com/sreeni94/status/671840085516484608
SankaPadma;2015-12-02 05:24;1;0;"#Chidambaram #Karthi 's vasan eyecare mushroomed all over #Chennai TN with #corrupt lightening speed #ChennaiFloods https:// twitter.com/minhazmerchant /status/671613170675490816 …";;;#Chidambaram #Karthi #Chennai #corrupt #ChennaiFloods;"671839881560129537";https://twitter.com/SankaPadma/status/671839881560129537
Seethalakshmikr;2015-12-02 05:21;0;0;"#ChennaiFloods #ChemnaiRains https:// twitter.com/ChennaiRains/s tatus/671833492846587904 …";;;#ChennaiFloods #ChemnaiRains;"671839084449402882";https://twitter.com/Seethalakshmikr/status/671839084449402882
MillionSwords;2015-12-02 05:21;1;0;"#ChennaiFloods #ChennaiFloods OLA9445190008 (OLA boats anna nagar) stranded ppl pl call here or lv a SOS we will try";;;#ChennaiFloods #ChennaiFloods;"671838985098911748";https://twitter.com/MillionSwords/status/671838985098911748
harihara89;2015-12-02 05:20;0;0;"Hope everyone is safe and these rains go away #ChennaiFloods";San Francisco, CA;;#ChennaiFloods;"671838848406519808";https://twitter.com/harihara89/status/671838848406519808
_AchheDin;2015-12-02 05:20;1;0;"#ChennaiFloods : #IndianNavy 's rescue team deployed in Gandhinagar area beyond Adyar Bridge along Buckingham Canal pic.twitter.com/sbEZm7KCni";London, England;;#ChennaiFloods #IndianNavy;"671838721906499584";https://twitter.com/_AchheDin/status/671838721906499584
WMN4SRVL;2015-12-02 05:20;0;0;"@Greenpeace In midst of #COP21 Paris climate talks, Tamil Nadu suffers worst flooding in 100 yrs #ChennaiFloods";;@Greenpeace;#COP21 #ChennaiFloods;"671838715539423233";https://twitter.com/WMN4SRVL/status/671838715539423233
prasadsn85;2015-12-02 05:20;0;0;"@binaryfootprint NTL boat Helpline 7708068600 Ola boat 7708068600... #ChennaiFloods #ChennaiDrowning";;@binaryfootprint;#ChennaiFloods #ChennaiDrowning;"671838695519969280";https://twitter.com/prasadsn85/status/671838695519969280
MangoBwoy;2015-12-02 05:18;0;0;"Relief centers in Chennai contact Numbers #ChennaiFloods #ChennaiRainsHelp #chennairains pic.twitter.com/lKTXsNnlfX";;;#ChennaiFloods #ChennaiRainsHelp #chennairains;"671838190525812736";https://twitter.com/MangoBwoy/status/671838190525812736
IMD_Weather;2015-12-02 05:17;1;2;"#chennairains #ChennaiFloods Army, Navy out in #Chennai amid heavy rain; inundated airport shut down | http:// m.hindustantimes.com/india/flood-al ert-sounded-as-heavy-rains-lash-chennai-parts-of-tamil-nadu/story-wr651F4bDKn7xNZ8mnXvZM.html …";;;#chennairains #ChennaiFloods #Chennai;"671838155054514176";https://twitter.com/IMD_Weather/status/671838155054514176
ItsMeKumar_85;2015-12-02 05:17;0;1;"#chennairains #ChennaiHelps #ChennaiRainsHelp #ChennaiFloods https:// twitter.com/varshininaraya n/status/671837695799267328 …";;;#chennairains #ChennaiHelps #ChennaiRainsHelp #ChennaiFloods;"671838023445815298";https://twitter.com/ItsMeKumar_85/status/671838023445815298
ImPradeepKumar;2015-12-02 05:14;12;1;"5 - 8 ppl Accommodation available near adambakkam contact Vignesh 9994434657. #chennairains #ChennaiFloods #ChennaiRainsHelp #ChennaiRescue";;;#chennairains #ChennaiFloods #ChennaiRainsHelp #ChennaiRescue;"671837281590767616";https://twitter.com/ImPradeepKumar/status/671837281590767616
Joker_twitz;2015-12-02 05:13;0;0;"@AnjanaVJ pls check this tags #chennairains #ChennaiFloods !!! #RT & #SHARE Some valuable tweets!!!";;@AnjanaVJ;#chennairains #ChennaiFloods #RT #SHARE;"671837127450038272";https://twitter.com/Joker_twitz/status/671837127450038272
sreeni94;2015-12-02 05:13;6;0;"Please Share... Accommodations #chennairains #ChennaiFloods #ChennaiHelps pic.twitter.com/nT3uVH80O6";;;#chennairains #ChennaiFloods #ChennaiHelps;"671836954275647488";https://twitter.com/sreeni94/status/671836954275647488
newhariharan;2015-12-02 05:12;1;1;"This is the time where we should raise against insurance companies for house insurances #raisechennai #chennairains #ChennaiFloods";;;#raisechennai #chennairains #ChennaiFloods;"671836788357468162";https://twitter.com/newhariharan/status/671836788357468162
s_khushu;2015-12-02 05:12;1;0;"When will flights resume at Chennai airport? Ppl. stuck in terminal. Urgent @moca_goi @airindiain @flyspicejet #chennairains #ChennaiFloods";;@moca_goi @airindiain @flyspicejet;#chennairains #ChennaiFloods;"671836757353037825";https://twitter.com/s_khushu/status/671836757353037825
ckirubha;2015-12-02 05:12;2;1;"Spl Metro trains hv ben operatd in Chennai its th oni trnsprtn not afctd due to heavy rain #ChennaiFloods #chennairains #chennairainupdates";;;#ChennaiFloods #chennairains #chennairainupdates;"671836750541684736";https://twitter.com/ckirubha/status/671836750541684736
sharankundu;2015-12-02 05:12;2;0;"Stay safe my friends in Chennai. I don't know how can I be of help, but connect to me if you require something or anything. #ChennaiFloods";;;#ChennaiFloods;"671836702252523520";https://twitter.com/sharankundu/status/671836702252523520
tweetydinu;2015-12-02 05:11;0;0;"#ChennaiFloods #chennairains pic.twitter.com/3VRcVyRnwd";;;#ChennaiFloods #chennairains;"671836457380659200";https://twitter.com/tweetydinu/status/671836457380659200
Chandru_reddys;2015-12-02 05:10;0;0;"#chennairains #ChennaiFloods #chennaiweather @Sibi_Sathyaraj https:// twitter.com/bankavivek/sta tus/671835865618886656 …";;@Sibi_Sathyaraj;#chennairains #ChennaiFloods #chennaiweather;"671836420567203840";https://twitter.com/Chandru_reddys/status/671836420567203840
ActorVijayLove;2015-12-02 05:10;24;5;"Most RT #chennairains #ChennaiRainsHelp #ChennaiFloods #PrayforChennai @VTLTeam @gayathriraguram @AnjanaVJ pic.twitter.com/YDTV96xBDX";;@VTLTeam @gayathriraguram @AnjanaVJ;#chennairains #ChennaiRainsHelp #ChennaiFloods #PrayforChennai;"671836182838452224";https://twitter.com/ActorVijayLove/status/671836182838452224
vaishVV;2015-12-02 05:07;0;0;"Tamil Nadu is floating and I see it hardly being mentioned in any national news channels. #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671835604548620288";https://twitter.com/vaishVV/status/671835604548620288
SivaKOfficial;2015-12-02 05:07;0;2;"It's so heartwarming tosee the whole of chennai united at this time #chennairains #Humanity #ChennaiFloods #chennaiweather @anirudhofficial";;@anirudhofficial;#chennairains #Humanity #ChennaiFloods #chennaiweather;"671835426613682176";https://twitter.com/SivaKOfficial/status/671835426613682176
ActorVijayLove;2015-12-02 05:06;2;0;"@RJ_Balaji @Actor_Siddharth @the_hindu #chennairains #ChennaiRainsHelp #ChennaiFloods #PrayforChennai pic.twitter.com/8SbvwErFtG";;@RJ_Balaji @Actor_Siddharth @the_hindu;#chennairains #ChennaiRainsHelp #ChennaiFloods #PrayforChennai;"671835204726751232";https://twitter.com/ActorVijayLove/status/671835204726751232
Pradeep_Kunnath;2015-12-02 05:05;0;0;"so good to see ppl rising to the occasion. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671835158480228352";https://twitter.com/Pradeep_Kunnath/status/671835158480228352
WMN4SRVL;2015-12-02 05:05;0;0;"A Major Indian City has Been Underwater For a Month Now #ChennaiFloods http:// ln.is/qz.com/562779/ BejCS … via @qzindia";;@qzindia;#ChennaiFloods;"671835043409580032";https://twitter.com/WMN4SRVL/status/671835043409580032
arj_90;2015-12-02 05:05;2;0;"#ChennaiFloods #staysafe pic.twitter.com/58th175VI8";;;#ChennaiFloods #staysafe;"671834964489474049";https://twitter.com/arj_90/status/671834964489474049
mohan_sakthivel;2015-12-02 05:03;1;1;"Couldn't sleep when my friends ,brothers and sisters in #Chennai r suffering #chennairains #ChennaiFloods #ChennaiRescue #ChennaiRainHelps";;;#Chennai #chennairains #ChennaiFloods #ChennaiRescue #ChennaiRainHelps;"671834559009304577";https://twitter.com/mohan_sakthivel/status/671834559009304577
WMN4SRVL;2015-12-02 05:01;0;0;"#India #ChennaiFloods https:// twitter.com/Anandb7845/sta tus/671696934193598465 …";;;#India #ChennaiFloods;"671834015951806464";https://twitter.com/WMN4SRVL/status/671834015951806464
ThoughtsTalks;2015-12-02 05:00;0;0;"Stay Safe #Chennai , #PrayforChennai #chennairains #ChennaiFloods pic.twitter.com/ixksqHTCGH";;;#Chennai #PrayforChennai #chennairains #ChennaiFloods;"671833694538039296";https://twitter.com/ThoughtsTalks/status/671833694538039296
Senthilvelmech1;2015-12-02 04:59;1;0;"@superstarrajini இது சொல்வதற்கு எல்லாம் தலிவருக்கு நேரம் இருக்குது இத பத்தி சொல்ல நேரம் இல்லையா... #chennairains #ChennaiFloods";Al Rayyan, Qatar;@superstarrajini;#chennairains #ChennaiFloods;"671833592981516289";https://twitter.com/Senthilvelmech1/status/671833592981516289
ChennaiRains;2015-12-02 04:59;48;17;"Stay Safe Chennai, Rains are expected to continue with heavy spells at times #chennairains #ChennaiFloods pic.twitter.com/9XIfT804dy";;;#chennairains #ChennaiFloods;"671833492846587904";https://twitter.com/ChennaiRains/status/671833492846587904
ck_ana_chandra;2015-12-02 04:56;0;0;"#chennairains #ChennaiFloods is there a hotel attached to chennai airport? pls help";;;#chennairains #ChennaiFloods;"671832896806723585";https://twitter.com/ck_ana_chandra/status/671832896806723585
premnathmishra;2015-12-02 04:56;0;0;"@ndtv can you please focus on chennai people #ChennaiFloods #more people lost their livings and struggling for food.flash these things .";;@ndtv;#ChennaiFloods #more;"671832693181648896";https://twitter.com/premnathmishra/status/671832693181648896
sreeni94;2015-12-02 04:54;5;0;"Please Trend this Post .... Very Important ... Places to stay https:// web.facebook.com/sreeni94/posts /1172359692777544 … #ChennaiFloods #chennairains #ChennaiHelps";;;#ChennaiFloods #chennairains #ChennaiHelps;"671832175017254912";https://twitter.com/sreeni94/status/671832175017254912
Senthilvelmech1;2015-12-02 04:52;0;5;"இனிமேல் அரசியல்வாதியிடம் கையேந்துவதை விட நாமே ஒற்றுமையாய் செயல்படுவாதே நன்று #chennairains #ChennaiFloods";Al Rayyan, Qatar;;#chennairains #ChennaiFloods;"671831837392678912";https://twitter.com/Senthilvelmech1/status/671831837392678912
simplysheela;2015-12-02 04:50;0;0;"Elderly woman needs help at west saidapet. Contact her at 044-24748273 #ChennaiFloods";;;#ChennaiFloods;"671831345706999808";https://twitter.com/simplysheela/status/671831345706999808
gowthamvelan;2015-12-02 04:49;1;0;"Guys still raining #chennairains #ChennaiFloods #chennaiweather #ChennaiRainsHelp";;;#chennairains #ChennaiFloods #chennaiweather #ChennaiRainsHelp;"671831070254301185";https://twitter.com/gowthamvelan/status/671831070254301185
Senthilvelmech1;2015-12-02 04:49;1;1;"நல்லவர்களை அடையாளம் காட்டியது... #chennairains #ChennaiFloods";Al Rayyan, Qatar;;#chennairains #ChennaiFloods;"671831044111339520";https://twitter.com/Senthilvelmech1/status/671831044111339520
muralibe;2015-12-02 04:49;1;0;"Chennai City Disconnected #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671830976914296832";https://twitter.com/muralibe/status/671830976914296832
dillidikudii;2015-12-02 04:47;3;0;"Anyone with help or requests tweet with #ChennaiRains #ChennaiRescue #ChennaiFloods #chennaiweather #Chennaifloodrelief Thanks, Stay safe.";;;#ChennaiRains #ChennaiRescue #ChennaiFloods #chennaiweather #Chennaifloodrelief;"671830628246028290";https://twitter.com/dillidikudii/status/671830628246028290
bull500;2015-12-02 04:47;2;0;"Use tags #helpneeded or #helpoffered to better coordinate the efforts! #chennairains #ChennaiFloods";;;#helpneeded #helpoffered #chennairains #ChennaiFloods;"671830561644654592";https://twitter.com/bull500/status/671830561644654592
FruxTron;2015-12-02 04:47;3;0;"Folks stuck in and around GST Road,SRM University is offering accommodation. Plcontact Mr.Jogiyani -9840042152 #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671830526995529728";https://twitter.com/FruxTron/status/671830526995529728
BRAMMAYO;2015-12-02 04:46;0;0;"#ChennaiFloods #savechennai https:// twitter.com/MoganeshP/stat us/671807198197059589 …";;;#ChennaiFloods #savechennai;"671830234501505024";https://twitter.com/BRAMMAYO/status/671830234501505024
ImPradeepKumar;2015-12-02 04:45;3;0;"5000 food pkts ready any1 wants to distribute pl cont vineet Jain 9840426263/ Gaurav Jain 9841062626. #ChennaiRainsHelp #ChennaiFloods";;;#ChennaiRainsHelp #ChennaiFloods;"671830082789314560";https://twitter.com/ImPradeepKumar/status/671830082789314560
wonderedwhy;2015-12-02 04:45;0;0;"Stay safe #chennai . #ChennaiFloods";;;#chennai #ChennaiFloods;"671830080457416704";https://twitter.com/wonderedwhy/status/671830080457416704
Senthilvelmech1;2015-12-02 04:42;0;0;"@msdhoni pls Remember in chennai #chennairains #ChennaiFloods";;@msdhoni;#chennairains #ChennaiFloods;"671829209107537920";https://twitter.com/Senthilvelmech1/status/671829209107537920
zafarabusalih;2015-12-02 04:41;0;0;"special Metro trains have been operated in Chennai. It is the only transportation which is not affected due to heavy rain. #ChennaiFloods";;;#ChennaiFloods;"671828967867961344";https://twitter.com/zafarabusalih/status/671828967867961344
dillidikudii;2015-12-02 04:39;4;2;"#ChennaiFloods #ChennaiRescue #help #animals #chennairains https:// twitter.com/adamssunmusicv j/status/671726849181937664 …";;;#ChennaiFloods #ChennaiRescue #help #animals #chennairains;"671828591458410497";https://twitter.com/dillidikudii/status/671828591458410497
hacker_balaji;2015-12-02 04:39;0;0;"Its hard to carry your pets in flood..pets can accommodate temporary home for them call 9940563616 @askabuska #chennairains#ChennaiFloods";;@askabuska;#chennairains #ChennaiFloods;"671828515243687936";https://twitter.com/hacker_balaji/status/671828515243687936
karthickselvaa;2015-12-02 04:34;41;13;"special Metro trains have been operated in Chennai. It is the only transportation which is not affected due to heavy rain. #ChennaiFloods";;;#ChennaiFloods;"671827355858419713";https://twitter.com/karthickselvaa/status/671827355858419713
alison_haywood;2015-12-02 04:33;1;0;"Indians displaced by floods due to #chennairains http:// qz.com/562779/a-major -indian-city-has-been-under-water-for-almost-a-month-now/ … #ChennaiFloods";;;#chennairains #ChennaiFloods;"671827066195730436";https://twitter.com/alison_haywood/status/671827066195730436
gowdhamchinraj;2015-12-02 04:32;1;3;"Dear national media #ndtv #cnn #toi plese dnt claim#sundarpitchai #drkalam#ashwin as your gift we l remain as same #madarasi #ChennaiFloods";;;#ndtv #cnn #toi #sundarpitchai #drkalam #ashwin #madarasi #ChennaiFloods;"671826829259366401";https://twitter.com/gowdhamchinraj/status/671826829259366401
shameer1112004;2015-12-02 04:32;1;0;"A big thanks for u all #chennairains #ChennaiFloods @jayam_mohanraja @actor_viishnu @Udhaystalin @Actor_Siddharth @RJ_Balaji";;@jayam_mohanraja @actor_viishnu @Udhaystalin @Actor_Siddharth @RJ_Balaji;#chennairains #ChennaiFloods;"671826758857986049";https://twitter.com/shameer1112004/status/671826758857986049
ImPradeepKumar;2015-12-02 04:32;3;1;"Could any1 pls Share the conditions of Nelson Manickam Road and area around? #chennairains #ChennaiFloods #ChennaiRainsHelp #ChennaiRescue";;;#chennairains #ChennaiFloods #ChennaiRainsHelp #ChennaiRescue;"671826740814045184";https://twitter.com/ImPradeepKumar/status/671826740814045184
ActorVijayLove;2015-12-02 04:32;2;0;"#chennairains #ChennaiRainsHelp #ChennaiFloods @RJ_Balaji @Chinmayi @itisprashanth @actorkaruna @AnjanaVJ pic.twitter.com/V0lnpd7SDS";;@RJ_Balaji @Chinmayi @itisprashanth @actorkaruna @AnjanaVJ;#chennairains #ChennaiRainsHelp #ChennaiFloods;"671826739321024512";https://twitter.com/ActorVijayLove/status/671826739321024512
kamalbowselvam;2015-12-02 04:31;3;0;"Kapal ottiya tamilan kelvi pattukurom, ana Innaiki Tamil nadey kapal ottuthu #chennairains #ChennaiFloods Stay safe everyone";;;#chennairains #ChennaiFloods;"671826511327068160";https://twitter.com/kamalbowselvam/status/671826511327068160
boopalm;2015-12-02 04:31;0;0;"Chennai rain #rescue forum https:// docs.google.com/forms/d/1z4fE3 xjYcJYDqvCktPepDg78V02rhOOf-gyzTbI_hYo/viewform … #ChennaiFloods #ChennaiFloods #TNflood #ICanAccommodate";;;#rescue #ChennaiFloods #ChennaiFloods #TNflood #ICanAccommodate;"671826486773477376";https://twitter.com/boopalm/status/671826486773477376
hacker_balaji;2015-12-02 04:30;3;0;"#ChennaiRainsHelp #chennairains #ChennaiFloods #emergency pic.twitter.com/kT3A8UFtND";;;#ChennaiRainsHelp #chennairains #ChennaiFloods #emergency;"671826267138686976";https://twitter.com/hacker_balaji/status/671826267138686976
sarvinerdo;2015-12-02 04:29;2;2;"We are Madrasis , Not Paradesis ! #chennairains @ndtv @ibnlive @justicearnab @sardesairajdeep #ChennaiFloods #TNflood #TamilNaduRains";;@ndtv @ibnlive @justicearnab @sardesairajdeep;#chennairains #ChennaiFloods #TNflood #TamilNaduRains;"671825971528404992";https://twitter.com/sarvinerdo/status/671825971528404992
boopalm;2015-12-02 04:28;0;0;"Remember now You can't eat money. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671825696595947520";https://twitter.com/boopalm/status/671825696595947520
SureshB127;2015-12-02 04:28;4;0;"Verified ! kindly do the needful Spread.it Guys!! #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/ThalaAjith_FC/ status/671824926345723905 …";;;#ChennaiFloods #ChennaiRainsHelp;"671825660160008192";https://twitter.com/SureshB127/status/671825660160008192
mascaru;2015-12-02 04:27;7;2;"Indian Navy please help people in Mudichur-Tambaram area #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671825463166296065";https://twitter.com/mascaru/status/671825463166296065
Ashish_1905;2015-12-02 04:25;7;1;"OMG !! Shit Just Got Real here !! :( :( Need Help AEAP !! Pray evry1 gets out safe . #chennairains #ChennaiFloods https:// twitter.com/Im_sba/status/ 671821131712598016 …";;;#chennairains #ChennaiFloods;"671825072496087040";https://twitter.com/Ashish_1905/status/671825072496087040
riyer88;2015-12-02 04:25;0;1;"#chennairains seem 2 have caused havoc n the #city . Praying for all #friends #family 2 stay safe. Avoid #ChennaiFloods areas. Hpy #Margazhi";;;#chennairains #city #friends #family #ChennaiFloods #Margazhi;"671825033078169601";https://twitter.com/riyer88/status/671825033078169601
ThalaAjith_FC;2015-12-02 04:25;403;89;"Verified ! kindly do the needful Spread.it Guys!! #ChennaiFloods #ChennaiRainsHelp pic.twitter.com/WfvO5t11se";;;#ChennaiFloods #ChennaiRainsHelp;"671824926345723905";https://twitter.com/ThalaAjith_FC/status/671824926345723905
abhitweetz1492;2015-12-02 04:23;0;0;"@Actor_Siddharth @RJ_Balaji hats off sid rjb.. You both have taken such a great initiative. #ChennaiFloods God save chennai @Lmkmoviemaniac";;@Actor_Siddharth @RJ_Balaji @Lmkmoviemaniac;#ChennaiFloods;"671824545481756672";https://twitter.com/abhitweetz1492/status/671824545481756672
mpmalarrajan;2015-12-02 04:22;1;1;"#ChennaiFloods pray for Chennai guys https:// twitter.com/Actor_Siddhart h/status/671738605237243904 …";;;#ChennaiFloods;"671824327541571584";https://twitter.com/mpmalarrajan/status/671824327541571584
ashraygm;2015-12-02 04:22;1;2;"Can Accomodate Few People? Tweet Using #ICanAccommodate And Save Few people #chennairains #ChennaiFloods #TNflood";;;#ICanAccommodate #chennairains #ChennaiFloods #TNflood;"671824324177752064";https://twitter.com/ashraygm/status/671824324177752064
saprasath;2015-12-02 04:22;3;1;"People from other parts of TN, who r safe, plz forget your bad memories with chennai. Come out & help chennai #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671824310688858112";https://twitter.com/saprasath/status/671824310688858112
RamBalachandran;2015-12-02 04:21;2;0;"Please use the maps to reach the closest relief camps. #chennairains #ChennaiFloods #TNflood #TamilNaduRains https:// twitter.com/AshokSelvan/st atus/671640792180461568 …";;;#chennairains #ChennaiFloods #TNflood #TamilNaduRains;"671823921671512065";https://twitter.com/RamBalachandran/status/671823921671512065
AjithKumarArmy;2015-12-02 04:21;1;0;"#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains @AnjanaVJ @RJ_Balaji @jan_iyer @Actor_Siddharth https:// twitter.com/ThalaAjith_FC/ status/671823552929259520 …";;@AnjanaVJ @RJ_Balaji @jan_iyer @Actor_Siddharth;#ChennaiRescue #ChennaiFloods #ChennaiRainsHelp #chennairains;"671823877782245376";https://twitter.com/AjithKumarArmy/status/671823877782245376
aususa7;2015-12-02 04:20;0;0;"And @narendramodi and @PMOIndia is MIA. #ChennaiFloods";;@narendramodi @PMOIndia;#ChennaiFloods;"671823799973728256";https://twitter.com/aususa7/status/671823799973728256
ThalaAjith_FC;2015-12-02 04:19;77;19;"We got the Address Details! Please Share this Post!! #Accident #chennairains #ChennaiRescue #ChennaiFloods pic.twitter.com/5QDxgcRAtv";;;#Accident #chennairains #ChennaiRescue #ChennaiFloods;"671823552929259520";https://twitter.com/ThalaAjith_FC/status/671823552929259520
aususa7;2015-12-02 04:19;0;0;"Holy crap! Chennai is under waters. And Indian media is silent. #ChennaiFloods";;;#ChennaiFloods;"671823538240806912";https://twitter.com/aususa7/status/671823538240806912
MillionSwords;2015-12-02 04:19;1;0;"Naanellam moochu vidurom, aana indha mazhai vidama peyudhu. Veetukulla 3 feet thanni. Podhumba aala vidu !! #chennaifloods #chennairains";;;#chennaifloods #chennairains;"671823501498576896";https://twitter.com/MillionSwords/status/671823501498576896
AshantiOmkar;2015-12-02 04:19;4;11;"Prayers for all my friends in #Chennai , with the terrible #ChennaiFloods . Please stay safe & dry . It's why I came home early from India";;;#Chennai #ChennaiFloods;"671823356673581056";https://twitter.com/AshantiOmkar/status/671823356673581056
saprasath;2015-12-02 04:17;1;1;"City unites together for the first time. Lesson learned. Much needed at this time. #chennairains #ChennaiFloods #Chennai #ChennaiDrowning";;;#chennairains #ChennaiFloods #Chennai #ChennaiDrowning;"671822958613041154";https://twitter.com/saprasath/status/671822958613041154
mehaboobbepari;2015-12-02 04:17;2;0;"ALL ARE WELCOME #chennairains #ICanAccommodate #ChennaiFloods https:// twitter.com/milligazette/s tatus/671783494251515906 …";;;#chennairains #ICanAccommodate #ChennaiFloods;"671822955236622336";https://twitter.com/mehaboobbepari/status/671822955236622336
AjithKumarArmy;2015-12-02 04:16;0;0;". @AnjanaVJ Please Share this Post!! #Accident #chennairains #ChennaiRescue #ChennaiFloods https:// twitter.com/ThalaAjith_FC/ status/671820942860005376 …";;@AnjanaVJ;#Accident #chennairains #ChennaiRescue #ChennaiFloods;"671822629842591744";https://twitter.com/AjithKumarArmy/status/671822629842591744
SureshB127;2015-12-02 04:15;1;0;"Please Share this Post!! #Accident #chennairains #ChennaiRescue #ChennaiFloods https:// twitter.com/ThalaAjith_FC/ status/671820942860005376 …";;;#Accident #chennairains #ChennaiRescue #ChennaiFloods;"671822430696943616";https://twitter.com/SureshB127/status/671822430696943616
AapQaeda;2015-12-02 04:15;2;0;"Chennai Corporation helpline :- 1913 for rescue, shelter, medical assistance. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671822392864325632";https://twitter.com/AapQaeda/status/671822392864325632
rkkant;2015-12-02 04:14;0;0;"https:// aptransport.in/APCFSTONLINE/R eports/VehicleRegistrationSearch.aspx … #ChennaiRains #ChennaiFloods https:// twitter.com/ThalaAjith_FC/ status/671820942860005376 …";;;#ChennaiRains #ChennaiFloods;"671822155328462848";https://twitter.com/rkkant/status/671822155328462848
manoj_koduru;2015-12-02 04:14;0;0;"Did the rains came to control ??? #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671822152224645120";https://twitter.com/manoj_koduru/status/671822152224645120
ksudhadevi;2015-12-02 04:13;1;0;"#chennairains #ChennaiFloods #ChennaiDrowning #Chennaifloodrelief #ChennaiNeedsHelp #ChennaiHelps #chennairesue https:// twitter.com/mehaboobbepari /status/671821272855121920 …";;;#chennairains #ChennaiFloods #ChennaiDrowning #Chennaifloodrelief #ChennaiNeedsHelp #ChennaiHelps #chennairesue;"671821853833359360";https://twitter.com/ksudhadevi/status/671821853833359360
